Location,Traffic Volume,Passenger Count,Noise Level,Average Speed,PM2.5 Level,AQI,Day of the Week,Time of the Day
Mayur Vihar,1029.0,8232.0,15.435,35.0,41.16,123.0,Tuesday,Afternoon
Saket,1153.0,4612.0,17.295,36.0,46.12,138.0,Thursday,Afternoon
Mayur Vihar,4018.0,48216.0,60.27,14.0,281.26,562.0,Friday,Evening
Dwarka,4123.0,24738.0,61.845,15.0,288.61,577.0,Saturday,Evening
Rohini,3072.0,21504.0,46.08,24.0,165.9120510894065,430.0,Thursday,Morning
Chandni Chowk,2429.0,29148.0,43.722,30.0,121.45,242.0,Sunday,Morning
Pitampura,4904.0,49040.0,73.56,12.0,343.28,686.0,Monday,Morning
Lajpat Nagar,1625.0,13000.0,26.0,32.0,165.9120510894065,399.59022556390977,Monday,Evening
Saket,2787.0,16722.0,41.805,27.0,195.09,390.0,Saturday,Afternoon
Saket,4174.0,4174.0,75.132,14.0,165.9120510894065,876.0,Friday,Morning
Vasant Kunj,1392.0,12528.0,23.664,35.0,55.68,167.0,Friday,Afternoon
Rohini,2919.0,19953.552766085388,46.704,25.0,175.14,525.0,Thursday,Evening
Chandni Chowk,2830.0,36790.0,48.11,27.0,169.8,339.0,Monday,Evening
Chandni Chowk,1602.0,9612.0,28.836,33.0,64.08,192.0,Sunday,Morning
Karol Bagh,3472.0,45136.0,55.552,24.0,243.04,729.0,Monday,Morning
Vasant Kunj,820.0,5740.0,14.76,39.0,165.9120510894065,98.0,Monday,Midnight
Saket,3694.0,22164.0,42.05930812030075,19.0,258.58,517.0,Sunday,Night
Chandni Chowk,878.0,2634.0,14.926,38.0,52.68,158.0,Monday,Afternoon
Lajpat Nagar,4596.0,45960.0,78.132,11.0,321.72,399.59022556390977,Saturday,Evening
Dwarka,4869.0,43821.0,82.773,13.0,389.52,1168.0,Monday,Morning
Mayur Vihar,2738.0,2738.0,43.808,27.0,164.28,328.0,Tuesday,Evening
Chandni Chowk,553.0,2765.0,9.401,38.0,33.18,99.0,Thursday,Midnight
Rohini,2564.7330928764654,10809.0,19.216,36.0,72.06,216.0,Thursday,Afternoon
Karol Bagh,3181.0,15905.0,57.258,24.0,190.86,572.0,Tuesday,Morning
Connaught Place,560.0,560.0,42.05930812030075,40.0,28.0,56.0,Friday,Midnight
Chandni Chowk,1722.0,15498.0,30.996,31.0,103.32,103.0,Thursday,Evening
Connaught Place,3236.0,45304.0,51.776,23.0,194.16,388.0,Friday,Night
Mayur Vihar,4406.0,66090.0,70.496,16.0,352.48,704.0,Sunday,Evening
Connaught Place,2445.0,19560.0,44.01,26.61385840973997,122.25,366.0,Tuesday,Evening
Saket,731.0,2924.0,12.427,40.0,29.24,87.0,Sunday,Midnight
Rohini,1801.0,19953.552766085388,28.816,32.0,72.04,216.0,Sunday,Morning
Mayur Vihar,4895.0,14685.0,78.32,12.0,391.6,1174.0,Friday,Night
Rohini,4913.0,15360.0,78.608,12.0,393.04,1179.0,Thursday,Morning
Saket,2988.0,38844.0,44.82,28.0,209.16,627.0,Saturday,Morning
Pitampura,1000.0,11000.0,16.0,40.0,60.0,60.0,Friday,Afternoon
Chandni Chowk,983.0,19953.552766085388,16.711,39.0,58.98,176.0,Monday,Afternoon
Chandni Chowk,1291.0,14201.0,19.365,35.0,51.64,103.0,Monday,Afternoon
Connaught Place,1471.0,2942.0,26.478,36.0,88.26,88.0,Friday,Midnight
Vasant Kunj,4731.0,42579.0,80.427,11.0,378.48,1135.0,Wednesday,Morning
Dwarka,761.0,9893.0,42.05930812030075,38.0,45.66,45.0,Friday,Afternoon
Mayur Vihar,3279.0,19674.0,55.743,26.61385840973997,165.9120510894065,590.0,Friday,Night
Mayur Vihar,3498.0,17490.0,52.47,23.0,244.86,489.0,Monday,Night
Lajpat Nagar,3033.0,6066.0,48.528,23.0,212.31,636.0,Tuesday,Morning
Saket,4879.0,19953.552766085388,73.185,12.0,390.32,1170.0,Friday,Night
Pitampura,1094.0,8752.0,17.504,36.0,54.7,164.0,Wednesday,Afternoon
Karol Bagh,2480.0,22320.0,42.16,30.0,124.0,248.0,Wednesday,Evening
Connaught Place,2750.0,35750.0,44.0,28.0,165.0,330.0,Wednesday,Evening
Mayur Vihar,2868.0,5736.0,51.624,26.0,200.76,401.0,Saturday,Afternoon
Mayur Vihar,1978.0,7912.0,33.626,33.0,118.68,118.0,Tuesday,Evening
Lajpat Nagar,1582.0,17402.0,23.73,32.0,79.1,237.0,Sunday,Afternoon
Karol Bagh,4463.0,40167.0,75.871,15.0,312.41,624.0,Friday,Night
Karol Bagh,589.0,589.0,10.013,39.0,29.45,58.0,Friday,Midnight
Mayur Vihar,3339.0,40068.0,42.05930812030075,21.0,233.73,467.0,Monday,Night
Rohini,4913.0,49130.0,73.695,13.0,393.04,786.0,Monday,Night
Karol Bagh,752.0,4512.0,13.536,40.0,37.6,75.0,Wednesday,Afternoon
Vasant Kunj,2342.0,16394.0,37.472,30.0,140.52,281.0,Saturday,Afternoon
Dwarka,1364.0,6820.0,24.552,35.0,54.56,54.0,Wednesday,Afternoon
Karol Bagh,3970.0,43670.0,67.49,18.0,277.9,555.0,Sunday,Night
Chandni Chowk,1756.0,17560.0,26.34,33.0,87.8,87.0,Tuesday,Evening
Saket,2564.7330928764654,7406.0,42.05930812030075,17.0,165.9120510894065,777.0,Saturday,Evening
Karol Bagh,1806.0,27090.0,30.702,31.0,165.9120510894065,144.0,Sunday,Afternoon
Vasant Kunj,4418.0,30926.0,75.106,15.0,309.26,618.0,Friday,Evening
Lajpat Nagar,914.0,10054.0,16.452,37.0,36.56,109.0,Wednesday,Afternoon
Karol Bagh,3325.0,26600.0,53.2,22.0,232.75,465.0,Friday,Evening
Lajpat Nagar,4702.0,37616.0,75.232,11.0,376.16,752.0,Wednesday,Afternoon
Saket,4309.0,4309.0,73.253,15.0,301.63,603.0,Tuesday,Morning
Vasant Kunj,4771.0,19953.552766085388,76.336,11.0,381.68,1145.0,Tuesday,Morning
Lajpat Nagar,4724.0,18896.0,85.032,12.0,330.68,992.0,Friday,Night
Rohini,2564.7330928764654,12529.0,20.502,35.0,45.56,91.0,Friday,Midnight
Chandni Chowk,3508.0,31572.0,56.128,20.0,210.48,399.59022556390977,Sunday,Night
Chandni Chowk,2567.0,25670.0,43.639,26.0,154.02,308.0,Sunday,Afternoon
Chandni Chowk,1037.0,7259.0,18.666,35.0,62.22,62.0,Thursday,Afternoon
Vasant Kunj,3723.0,7446.0,55.845,18.0,223.38,670.0,Friday,Morning
Saket,3598.0,21588.0,64.764,18.0,215.88,647.0,Monday,Morning
Connaught Place,4636.0,32452.0,74.176,10.0,370.88,399.59022556390977,Tuesday,Morning
Vasant Kunj,2268.0,6804.0,38.556,30.0,113.4,226.0,Saturday,Morning
Mayur Vihar,3230.0,48450.0,51.68,24.0,193.8,581.0,Friday,Morning
Saket,1447.0,13023.0,24.599,35.0,86.82,86.0,Wednesday,Afternoon
Vasant Kunj,3181.0,44534.0,54.077,22.0,222.67,399.59022556390977,Wednesday,Morning
Pitampura,681.0,2043.0,12.258,38.0,34.05,102.0,Saturday,Midnight
Mayur Vihar,4443.0,66645.0,79.974,16.0,311.01,933.0,Monday,Night
Saket,4633.0,27798.0,69.495,12.0,370.64,741.0,Wednesday,Morning
Vasant Kunj,758.0,5306.0,11.37,37.0,30.32,90.0,Friday,Afternoon
Vasant Kunj,1347.0,8082.0,24.246,36.0,67.35,134.0,Monday,Midnight
Dwarka,4826.0,33782.0,77.216,11.0,386.08,1158.0,Thursday,Night
Lajpat Nagar,1557.0,12456.0,24.912,32.0,165.9120510894065,93.0,Saturday,Afternoon
Karol Bagh,2564.7330928764654,12215.0,43.974,30.0,122.15,122.0,Wednesday,Evening
Chandni Chowk,3550.0,21300.0,60.35,20.0,213.0,639.0,Friday,Morning
Connaught Place,3937.0,31496.0,59.055,20.0,275.59,551.0,Tuesday,Morning
Connaught Place,1093.0,2186.0,18.581,34.0,65.58,196.0,Wednesday,Midnight
Connaught Place,1985.0,17865.0,31.76,32.0,79.4,79.0,Wednesday,Evening
Connaught Place,2259.0,19953.552766085388,38.403,29.0,112.95,338.0,Friday,Evening
Pitampura,2371.0,14226.0,42.678,28.0,118.55,355.0,Tuesday,Evening
Pitampura,1261.0,3783.0,18.915,35.0,75.66,75.0,Tuesday,Midnight
Lajpat Nagar,570.0,2280.0,10.26,39.0,34.2,34.0,Friday,Midnight
Pitampura,4384.0,43840.0,70.144,26.61385840973997,306.88,613.0,Wednesday,Morning
Pitampura,2096.0,8384.0,42.05930812030075,30.0,83.84,83.0,Monday,Evening
Saket,677.0,4062.0,10.155,37.0,33.85,67.0,Wednesday,Afternoon
Vasant Kunj,3408.0,27264.0,61.344,23.0,204.48,613.0,Friday,Afternoon
Pitampura,4681.0,4681.0,74.896,26.61385840973997,374.48,748.0,Tuesday,Night
Mayur Vihar,2081.0,27053.0,35.377,28.0,124.86,249.0,Tuesday,Evening
Mayur Vihar,1587.0,20631.0,25.392,32.0,79.35,79.0,Monday,Evening
Connaught Place,548.0,5480.0,9.316,39.0,165.9120510894065,65.0,Monday,Midnight
Pitampura,3330.0,16650.0,53.28,23.0,233.1,466.0,Thursday,Night
Connaught Place,3593.0,28744.0,53.895,26.61385840973997,215.58,646.0,Wednesday,Night
Chandni Chowk,2943.0,38259.0,50.031,25.0,176.58,353.0,Wednesday,Evening
Vasant Kunj,1624.0,21112.0,29.232,33.0,97.44,194.0,Wednesday,Evening
Rohini,3502.0,35020.0,52.53,18.0,210.12,420.0,Friday,Morning
Lajpat Nagar,612.0,7344.0,10.404,38.0,36.72,399.59022556390977,Monday,Afternoon
Karol Bagh,1209.0,18135.0,20.553,34.0,60.45,181.0,Tuesday,Midnight
Dwarka,2775.0,22200.0,44.4,27.0,166.5,499.0,Monday,Evening
Karol Bagh,835.0,12525.0,13.36,26.61385840973997,165.9120510894065,50.0,Wednesday,Midnight
Vasant Kunj,2458.0,14748.0,41.786,29.0,122.9,368.0,Monday,Evening
Mayur Vihar,3370.0,47180.0,53.92,24.0,235.9,471.0,Tuesday,Night
Connaught Place,2565.0,2565.0,43.605,28.0,153.9,461.0,Wednesday,Evening
Pitampura,681.0,8853.0,10.896,38.0,34.05,68.0,Friday,Midnight
Pitampura,500.0,3500.0,8.0,37.0,30.0,30.0,Monday,Midnight
Rohini,572.0,7436.0,10.296,39.0,22.88,45.0,Wednesday,Midnight
Connaught Place,3062.0,21434.0,55.116,23.0,183.72,551.0,Saturday,Evening
Karol Bagh,2132.0,14924.0,34.112,28.0,85.28,255.0,Saturday,Morning
Pitampura,4578.0,54936.0,73.248,12.0,320.46,961.0,Thursday,Night
Lajpat Nagar,2557.0,29160.0,55.08,22.0,226.8,680.0,Friday,Night
Pitampura,983.0,11796.0,14.745,37.0,49.15,49.0,Monday,Afternoon
Pitampura,823.0,4115.0,12.345,39.0,41.15,41.0,Wednesday,Midnight
Karol Bagh,829.0,3316.0,14.093,39.0,41.45,41.0,Friday,Midnight
Saket,715.0,715.0,11.44,37.0,28.6,28.0,Friday,Afternoon
Pitampura,1356.0,18984.0,23.052,36.0,67.8,135.0,Sunday,Midnight
Mayur Vihar,3811.0,22866.0,60.976,20.0,228.66,685.0,Tuesday,Night
Connaught Place,2621.0,2621.0,44.557,28.0,157.26,471.0,Thursday,Evening
Connaught Place,3360.0,36960.0,50.4,22.0,235.2,705.0,Thursday,Afternoon
Karol Bagh,4739.0,4739.0,80.563,12.0,331.73,663.0,Tuesday,Morning
Mayur Vihar,882.0,9702.0,13.23,40.0,35.28,70.0,Monday,Afternoon
Lajpat Nagar,2564.7330928764654,43839.0,82.807,10.0,340.97,1022.0,Wednesday,Night
Lajpat Nagar,3314.0,6628.0,49.71,23.0,198.84,399.59022556390977,Sunday,Night
Lajpat Nagar,2068.0,10340.0,37.224,29.0,165.9120510894065,165.0,Monday,Afternoon
Vasant Kunj,873.0,19953.552766085388,14.841,39.0,52.38,52.0,Friday,Midnight
Saket,4204.0,4204.0,67.264,16.0,294.28,588.0,Monday,Morning
Vasant Kunj,4340.0,43400.0,65.1,14.0,347.2,1041.0,Saturday,Night
Dwarka,1180.0,7080.0,17.7,36.0,47.2,47.0,Thursday,Midnight
Saket,2099.0,25188.0,33.584,29.0,83.96,83.0,Wednesday,Evening
Lajpat Nagar,2847.0,8541.0,42.05930812030075,28.0,170.82,341.0,Saturday,Morning
Pitampura,4946.0,4946.0,74.19,10.0,346.22,692.0,Friday,Night
Vasant Kunj,4769.0,19953.552766085388,71.535,13.0,154.44,763.0,Saturday,Night
Saket,753.0,9789.0,12.801,38.0,30.12,30.0,Tuesday,Midnight
Connaught Place,2414.0,26554.0,43.452,30.0,120.7,120.0,Sunday,Afternoon
Mayur Vihar,2564.7330928764654,3260.0,11.736,40.0,39.12,39.0,Tuesday,Afternoon
Connaught Place,4351.0,26106.0,65.265,16.0,348.08,1044.0,Tuesday,Morning
Saket,626.0,626.0,11.268,40.0,25.04,50.0,Tuesday,Afternoon
Vasant Kunj,4260.0,46860.0,68.16,15.0,340.8,681.0,Thursday,Night
Lajpat Nagar,3470.0,31230.0,52.05,22.0,208.2,416.0,Friday,Morning
Connaught Place,2564.7330928764654,49938.0,64.206,17.0,249.69,399.59022556390977,Friday,Night
Vasant Kunj,3517.0,21102.0,63.306,20.0,246.19,738.0,Sunday,Evening
Saket,3568.0,32112.0,53.52,18.0,249.76,499.0,Monday,Night
Vasant Kunj,1476.0,7380.0,26.568,35.0,88.56,177.0,Monday,Afternoon
Pitampura,3959.0,7918.0,59.385,19.0,277.13,831.0,Monday,Night
Karol Bagh,4989.0,15360.0,79.824,12.0,399.12,798.0,Wednesday,Night
Karol Bagh,810.0,4860.0,13.77,37.0,48.6,97.0,Friday,Afternoon
Pitampura,693.0,2772.0,11.781,39.0,41.58,124.0,Wednesday,Midnight
Lajpat Nagar,813.0,4065.0,13.821,38.0,32.52,32.0,Wednesday,Afternoon
Lajpat Nagar,4981.0,24905.0,84.677,12.0,398.48,1195.0,Monday,Morning
Vasant Kunj,781.0,3905.0,14.058,37.0,39.05,117.0,Tuesday,Afternoon
Chandni Chowk,2564.7330928764654,4528.0,36.224,28.0,90.56,90.0,Sunday,Morning
Saket,4289.0,21445.0,68.624,16.0,343.12,686.0,Monday,Night
Pitampura,2067.0,4134.0,35.139,28.0,82.68,248.0,Thursday,Evening
Pitampura,4378.0,13134.0,70.048,15.0,306.46,919.0,Thursday,Night
Connaught Place,585.0,5850.0,9.945,37.0,23.4,399.59022556390977,Tuesday,Afternoon
Lajpat Nagar,3405.0,27240.0,51.075,22.0,238.35,476.0,Friday,Evening
Saket,3863.0,46356.0,61.808,18.0,270.41,540.0,Friday,Morning
Chandni Chowk,4220.0,19953.552766085388,71.74,16.0,295.4,886.0,Tuesday,Morning
Lajpat Nagar,4223.0,21115.0,42.05930812030075,16.0,337.84,675.0,Friday,Evening
Chandni Chowk,985.0,2955.0,14.775,39.0,59.1,118.0,Thursday,Midnight
Dwarka,846.0,12690.0,15.228,37.0,50.76,101.0,Tuesday,Afternoon
Pitampura,3960.0,59400.0,42.05930812030075,17.0,277.2,399.59022556390977,Tuesday,Morning
Lajpat Nagar,2630.0,5260.0,42.08,28.0,184.1,552.0,Wednesday,Evening
Vasant Kunj,4393.0,4393.0,70.288,16.0,307.51,922.0,Sunday,Night
Rohini,3038.0,42532.0,45.57,23.0,182.28,364.0,Thursday,Night
Mayur Vihar,3153.0,19953.552766085388,56.754,24.0,165.9120510894065,378.0,Friday,Evening
Dwarka,2564.7330928764654,9050.0,16.29,37.0,45.25,90.0,Monday,Afternoon
Lajpat Nagar,1360.0,4080.0,23.12,35.0,54.4,54.0,Tuesday,Midnight
Vasant Kunj,4623.0,9246.0,69.345,12.0,369.84,1109.0,Friday,Night
Rohini,4839.0,15360.0,77.424,12.0,387.12,1161.0,Saturday,Night
Connaught Place,2564.7330928764654,20349.0,49.419,25.0,203.49,406.0,Friday,Afternoon
Pitampura,1316.0,17108.0,21.056,35.0,78.96,78.0,Monday,Afternoon
Lajpat Nagar,990.0,13860.0,16.83,40.0,39.6,79.0,Saturday,Midnight
Saket,4747.0,66458.0,85.446,11.0,379.76,1139.0,Monday,Night
Mayur Vihar,731.0,7310.0,10.965,38.0,36.55,36.0,Monday,Midnight
Vasant Kunj,1281.0,7686.0,20.496,26.61385840973997,76.86,230.0,Tuesday,Afternoon
Saket,4509.0,27054.0,67.635,11.0,360.72,1082.0,Saturday,Evening
Rohini,3948.0,7896.0,71.064,17.0,236.88,710.0,Wednesday,Night
Mayur Vihar,2682.0,34866.0,48.276,25.0,165.9120510894065,482.0,Thursday,Evening
Dwarka,2564.7330928764654,4972.0,22.374,35.0,62.15,62.0,Sunday,Midnight
Connaught Place,1365.0,15015.0,20.475,34.0,54.6,163.0,Wednesday,Afternoon
Chandni Chowk,1015.0,6090.0,18.27,35.0,40.6,399.59022556390977,Friday,Midnight
Mayur Vihar,3981.0,3981.0,42.05930812030075,20.0,278.67,557.0,Monday,Morning
Pitampura,2798.0,41970.0,50.364,25.0,165.9120510894065,587.0,Saturday,Morning
Saket,4853.0,29118.0,77.648,11.0,339.71,679.0,Thursday,Night
Pitampura,3865.0,54110.0,69.57,19.0,231.9,399.59022556390977,Monday,Morning
Lajpat Nagar,2443.0,31759.0,41.531,30.0,122.15,366.0,Monday,Evening
Dwarka,1020.0,11220.0,15.3,35.0,51.0,102.0,Friday,Midnight
Connaught Place,3544.0,46072.0,56.704,20.0,248.08,744.0,Sunday,Night
Dwarka,4362.0,43620.0,78.516,14.0,305.34,916.0,Thursday,Night
Vasant Kunj,4418.0,22090.0,66.27,15.0,165.9120510894065,706.0,Thursday,Morning
Mayur Vihar,2758.0,2758.0,44.128,25.0,165.48,330.0,Tuesday,Evening
Rohini,2799.0,41985.0,44.784,26.0,195.93,587.0,Tuesday,Evening
Mayur Vihar,3132.0,15660.0,53.244,21.0,219.24,438.0,Friday,Evening
Dwarka,4797.0,9594.0,81.549,12.0,165.9120510894065,1007.0,Thursday,Morning
Pitampura,3100.0,18600.0,52.7,22.0,217.0,651.0,Thursday,Morning
Lajpat Nagar,1591.0,9546.0,25.456,33.0,95.46,95.0,Monday,Evening
Lajpat Nagar,4320.0,25920.0,73.44,14.0,302.4,907.0,Saturday,Evening
Connaught Place,995.0,4975.0,17.91,38.0,49.75,99.0,Wednesday,Afternoon
Connaught Place,4420.0,44200.0,75.14,16.0,309.4,618.0,Thursday,Night
Mayur Vihar,2240.0,15680.0,33.6,30.0,134.4,399.59022556390977,Saturday,Morning
Mayur Vihar,4472.0,26832.0,71.552,15.0,313.04,626.0,Tuesday,Night
Saket,2564.7330928764654,51018.0,69.57,12.0,324.66,649.0,Sunday,Afternoon
Saket,1506.0,19953.552766085388,27.108,32.0,60.24,180.0,Saturday,Morning
Rohini,3772.0,33948.0,60.352,26.61385840973997,264.04,528.0,Friday,Morning
Mayur Vihar,1172.0,16408.0,21.096,28.0,58.6,175.0,Friday,Midnight
Chandni Chowk,2564.7330928764654,7864.0,66.844,20.0,275.24,550.0,Tuesday,Night
Dwarka,2702.0,21616.0,42.05930812030075,27.0,189.14,378.0,Saturday,Morning
Vasant Kunj,4150.0,41500.0,74.7,16.0,290.5,871.0,Tuesday,Morning
Karol Bagh,2587.0,36218.0,46.566,28.0,155.22,310.0,Sunday,Afternoon
Vasant Kunj,2918.0,32098.0,49.606,25.0,165.9120510894065,612.0,Saturday,Afternoon
Karol Bagh,2748.0,16488.0,46.716,27.0,192.36,577.0,Sunday,Morning
Pitampura,4477.0,8954.0,67.155,16.0,313.39,940.0,Friday,Night
Connaught Place,912.0,1824.0,14.592,40.0,54.72,109.0,Monday,Midnight
Connaught Place,2906.0,23248.0,49.402,25.0,174.36,348.0,Tuesday,Evening
Mayur Vihar,935.0,3740.0,14.96,26.61385840973997,56.1,168.0,Friday,Afternoon
Rohini,1466.0,8796.0,26.388,35.0,58.64,175.0,Thursday,Midnight
Vasant Kunj,3150.0,44100.0,56.7,26.61385840973997,189.0,378.0,Wednesday,Morning
Mayur Vihar,893.0,9823.0,16.074,38.0,35.72,71.0,Thursday,Midnight
Rohini,2117.0,2117.0,35.989,29.0,84.68,254.0,Sunday,Morning
Pitampura,1454.0,20356.0,21.81,35.0,58.16,58.0,Sunday,Midnight
Karol Bagh,2954.0,14770.0,47.264,26.0,206.78,413.0,Sunday,Morning
Saket,1454.0,10178.0,24.718,34.0,87.24,261.0,Wednesday,Afternoon
Mayur Vihar,804.0,8844.0,13.668,37.0,32.16,96.0,Monday,Afternoon
Karol Bagh,1294.0,19410.0,23.292,35.0,154.44,64.0,Thursday,Midnight
Dwarka,3455.0,10365.0,51.825,22.0,241.85,725.0,Wednesday,Afternoon
Dwarka,3749.0,52486.0,63.733,19.0,262.43,524.0,Friday,Night
Chandni Chowk,4396.0,30772.0,65.94,16.0,351.68,703.0,Saturday,Night
Saket,2557.0,2889.0,14.445,38.0,38.52,115.0,Wednesday,Afternoon
Dwarka,4968.0,59616.0,89.424,13.0,347.76,695.0,Monday,Morning
Lajpat Nagar,646.0,2584.0,10.336,37.0,32.3,96.0,Monday,Afternoon
Pitampura,1857.0,7428.0,27.855,31.0,111.42,111.0,Friday,Evening
Chandni Chowk,1733.0,19953.552766085388,29.461,26.61385840973997,69.32,69.0,Sunday,Afternoon
Connaught Place,4064.0,16256.0,60.96,15.0,325.12,650.0,Tuesday,Afternoon
Saket,3713.0,37130.0,59.408,19.0,259.91,399.59022556390977,Friday,Night
Lajpat Nagar,3459.0,31131.0,58.803,21.0,207.54,415.0,Wednesday,Night
Connaught Place,3778.0,18890.0,56.67,28.0,226.68,680.0,Wednesday,Morning
Karol Bagh,1664.0,23296.0,29.952,32.0,99.84,199.0,Saturday,Afternoon
Karol Bagh,2643.0,34359.0,47.574,27.0,158.58,475.0,Saturday,Afternoon
Dwarka,1647.0,11529.0,29.646,32.0,82.35,247.0,Saturday,Morning
Vasant Kunj,936.0,10296.0,14.04,39.0,56.16,168.0,Monday,Afternoon
Vasant Kunj,4573.0,32011.0,73.168,10.0,365.84,1097.0,Wednesday,Morning
Connaught Place,838.0,9218.0,12.57,40.0,41.9,83.0,Thursday,Afternoon
Mayur Vihar,764.0,2292.0,13.752,40.0,30.56,91.0,Tuesday,Midnight
Vasant Kunj,3193.0,12772.0,57.474,26.61385840973997,165.9120510894065,670.0,Friday,Morning
Karol Bagh,2564.7330928764654,46430.0,69.645,10.0,154.44,650.0,Wednesday,Morning
Chandni Chowk,2594.0,10376.0,41.504,25.0,165.9120510894065,363.0,Monday,Evening
Chandni Chowk,757.0,3785.0,12.869,38.0,37.85,75.0,Thursday,Afternoon
Karol Bagh,1511.0,15110.0,24.176,26.61385840973997,90.66,271.0,Wednesday,Evening
Saket,3916.0,19953.552766085388,42.05930812030075,26.61385840973997,234.96,399.59022556390977,Thursday,Morning
Chandni Chowk,2308.0,11540.0,42.05930812030075,26.61385840973997,138.48,276.0,Monday,Evening
Karol Bagh,836.0,12540.0,42.05930812030075,40.0,165.9120510894065,100.0,Friday,Midnight
Karol Bagh,1417.0,19953.552766085388,24.089,36.0,70.85,70.0,Sunday,Midnight
Chandni Chowk,3643.0,7286.0,61.931,19.0,218.58,655.0,Thursday,Night
Dwarka,4018.0,28126.0,41.804,14.0,321.44,642.0,Monday,Afternoon
Chandni Chowk,4659.0,19953.552766085388,74.544,13.0,372.72,1118.0,Sunday,Evening
Rohini,4861.0,34027.0,77.776,26.61385840973997,388.88,777.0,Friday,Morning
Dwarka,1786.0,10716.0,28.576,32.0,107.16,321.0,Wednesday,Evening
Vasant Kunj,3971.0,19855.0,71.478,20.0,165.9120510894065,833.0,Thursday,Morning
Karol Bagh,3511.0,38621.0,59.687,18.0,245.77,491.0,Monday,Night
Rohini,3824.0,3824.0,57.36,18.0,267.68,803.0,Wednesday,Night
Karol Bagh,1145.0,1145.0,17.175,35.0,57.25,171.0,Thursday,Midnight
Mayur Vihar,1370.0,5480.0,24.66,35.0,165.9120510894065,82.0,Monday,Afternoon
Vasant Kunj,890.0,2670.0,15.13,37.0,44.5,133.0,Sunday,Midnight
Connaught Place,3312.0,33120.0,56.304,24.0,198.72,397.0,Monday,Morning
Dwarka,3548.0,3548.0,53.22,18.0,212.88,638.0,Saturday,Evening
Mayur Vihar,1257.0,18855.0,22.626,36.0,62.85,188.0,Thursday,Afternoon
Pitampura,3153.0,37836.0,50.448,24.0,189.18,567.0,Sunday,Night
Mayur Vihar,4894.0,14682.0,88.092,10.0,342.58,1027.0,Sunday,Night
Connaught Place,2564.7330928764654,4473.0,10.224,39.0,31.95,31.0,Thursday,Midnight
Connaught Place,965.0,6755.0,17.37,39.0,57.9,57.0,Tuesday,Afternoon
Connaught Place,2674.0,40110.0,42.784,27.0,160.44,481.0,Sunday,Morning
Rohini,4230.0,38070.0,67.68,15.0,296.1,888.0,Sunday,Night
Vasant Kunj,2018.0,6054.0,36.324,29.0,80.72,161.0,Sunday,Afternoon
Saket,3703.0,37030.0,55.545,20.0,165.9120510894065,444.0,Sunday,Evening
Saket,2303.0,25333.0,41.454,28.0,154.44,414.0,Monday,Evening
Mayur Vihar,734.0,3670.0,13.212,40.0,29.36,29.0,Friday,Afternoon
Chandni Chowk,2523.0,27753.0,40.368,28.0,151.38,302.0,Sunday,Afternoon
Rohini,2047.0,2047.0,36.846,28.0,81.88,163.0,Sunday,Morning
Chandni Chowk,984.0,8856.0,17.712,37.0,59.04,177.0,Thursday,Afternoon
Saket,1432.0,8592.0,22.912,34.0,57.28,171.0,Saturday,Midnight
Lajpat Nagar,4483.0,49313.0,67.245,16.0,358.64,717.0,Tuesday,Morning
Mayur Vihar,3282.0,45948.0,49.23,24.0,229.74,459.0,Wednesday,Morning
Lajpat Nagar,4835.0,43515.0,82.195,12.0,386.8,1160.0,Saturday,Evening
Rohini,3682.0,47866.0,62.594,19.0,257.74,515.0,Sunday,Night
Rohini,885.0,1770.0,14.16,37.0,44.25,44.0,Friday,Afternoon
Rohini,4482.0,26892.0,76.194,15.0,358.56,717.0,Wednesday,Morning
Chandni Chowk,1004.0,3012.0,16.064,36.0,50.2,100.0,Thursday,Midnight
Dwarka,2564.7330928764654,54855.0,62.169,17.0,255.99,767.0,Monday,Morning
Karol Bagh,3216.0,19296.0,57.888,26.61385840973997,225.12,450.0,Wednesday,Morning
Dwarka,863.0,7767.0,14.671,26.61385840973997,43.15,129.0,Monday,Afternoon
Mayur Vihar,1096.0,9864.0,17.536,34.0,43.84,43.0,Friday,Midnight
Mayur Vihar,4200.0,19953.552766085388,67.2,15.0,294.0,882.0,Monday,Morning
Connaught Place,4569.0,15360.0,82.242,11.0,365.52,731.0,Sunday,Night
Dwarka,1435.0,17220.0,24.395,36.0,71.75,143.0,Sunday,Midnight
Connaught Place,4860.0,19440.0,42.05930812030075,10.0,340.2,1020.0,Sunday,Evening
Saket,2284.0,25124.0,34.26,29.0,137.04,399.59022556390977,Saturday,Morning
Saket,4392.0,15360.0,70.272,15.0,307.44,614.0,Thursday,Morning
Vasant Kunj,1284.0,11556.0,42.05930812030075,34.0,77.04,399.59022556390977,Tuesday,Midnight
Saket,733.0,6597.0,11.728,37.0,43.98,87.0,Thursday,Midnight
Rohini,1198.0,15574.0,20.366,36.0,47.92,47.0,Tuesday,Midnight
Chandni Chowk,2922.0,5844.0,43.83,27.0,204.54,613.0,Sunday,Afternoon
Vasant Kunj,940.0,7520.0,16.92,28.0,56.4,56.0,Friday,Midnight
Lajpat Nagar,719.0,2157.0,12.223,38.0,43.14,129.0,Friday,Afternoon
Karol Bagh,2727.0,32724.0,42.05930812030075,28.0,163.62,490.0,Monday,Evening
Pitampura,1055.0,15825.0,42.05930812030075,35.0,165.9120510894065,189.0,Thursday,Afternoon
